07:40:01 7,33 33,64 1,60 0,37 0,00 57,07 
07:50:01 7,79 33,62 1,74 0,41 0,00 56,45 
08:00:01 6,34 1,34 1,81 0,42 0,00 90,08 
08:10:01 6,13 0,80 1,83 0,45 0,00 90,79 
08:20:01 6,73 0,77 2,14 0,59 0,00 89,77 
08:30:01 6,10 0,77 1,86 0,49 0,00 90,78 
08:40:02 6,68 0,66 2,76 0,54 0,00 89,37 
08:50:01 7,16 0,48 3,94 0,59 0,00 87,83 
09:00:01 7,02 0,48 3,78 0,52 0,00 88,20 
09:01:00 0,00 0,00 0,00 0,00 0,00 100,00
10:59:00 0,00 0,00 0,00 0,00 0,00 100,00
11:00:01 0,00 0,00 0,00 0,00 0,00 0,00 
11:10:01 12,54 0,00 4,14 1,21 0,00 82,11 
11:20:01 5,86 0,00 1,55 0,40 0,00 92,19 
11:30:01 21,04 0,00 5,49 0,56 0,00 72,91 
11:40:01 9,64 0,00 2,99 0,46 0,00 86,91 
11:50:01 17,08 0,00 4,51 0,31 0,00 78,09 
12:00:01 22,66 0,00 5,30 0,35 0,00 71,69 
12:10:01 26,47 0,00 5,93 0,43 0,00 67,17 
12:20:01 28,27 0,00 5,00 0,40 0,00 66,33 
12:30:01 19,96 0,00 2,79 0,36 0,00 76,88 
12:40:01 19,84 0,00 2,76 0,39 0,00 77,01 
12:50:01 20,04 0,00 2,91 0,40 0,00 76,66 
13:00:01 19,80 0,00 2,78 0,40 0,00 77,02 
13:10:01 19,79 0,00 2,77 0,39 0,00 77,05 
13:20:01 19,82 0,03 3,74 0,38 0,00 76,02 
13:30:01 22,27 0,03 4,49 0,52 0,00 72,69 
13:40:01 22,98 0,00 4,12 1,29 0,00 71,61 
13:50:01 31,60 0,00 6,63 1,78 0,00 60,00 
14:00:01 21,36 0,00 3,86 0,40 0,00 74,38 
14:10:01 29,40 0,00 5,52 0,46 0,00 64,63 
14:20:02 32,73 0,00 5,72 0,32 0,00 61,22 
14:30:02 33,35 0,00 5,65 0,37 0,00 60,63 
14:40:01 26,98 0,00 4,09 0,34 0,00 68,59 
14:50:01 24,88 5,84 4,96 1,83 0,00 62,49 
14:51:00 0,00 0,00 0,00 0,00 0,00 100,00
16:39:00 0,00 0,00 0,00 0,00 0,00 100,00
16:40:01 9,17 30,30 5,87 5,90 0,00 48,76 
16:50:01 6,75 0,00 1,93 2,93 0,00 88,39 
17:00:02 7,96 0,00 2,52 7,53 0,00 81,99 
17:10:01 3,82 0,00 1,03 2,52 0,00 92,63 
17:20:01 6,05 0,00 1,65 0,48 0,00 91,82 
17:30:01 7,12 0,00 1,87 0,48 0,00 90,54 
17:40:01 7,63 0,00 2,10 0,96 0,00 89,30 
17:50:01 6,35 4,49 1,56 0,96 0,00 86,64 
18:00:01 16,13 60,70 1,78 0,22 0,00 21,17 
18:10:01 25,24 70,16 3,41 0,09 0,00 1,11 
18:20:01 14,49 31,86 3,72 3,28 0,00 46,65 
18:30:02 8,97 86,74 3,47 0,11 0,00 0,72 
18:40:01 8,72 86,88 3,28 0,07 0,00 1,05 
18:50:01 10,24 4,87 2,86 0,40 0,00 81,64 
19:00:01 6,31 0,00 1,86 0,61 0,00 91,22 
19:10:01 7,42 0,00 2,17 0,66 0,00 89,75 
19:20:01 10,45 0,00 3,03 1,57 0,00 84,94 
19:30:02 6,05 0,00 1,74 0,41 0,00 91,80 
19:40:01 7,71 0,00 2,25 0,43 0,00 89,61 
19:50:01 9,89 0,00 2,87 0,72 0,00 86,52 
20:00:01 4,54 0,00 1,27 0,35 0,00 93,84 
20:10:02 4,73 0,00 1,44 0,38 0,00 93,45 
20:20:01 6,40 0,00 1,77 0,32 0,00 91,52 
20:30:01 6,07 0,00 1,63 0,35 0,00 91,95 
20:40:01 4,72 0,00 1,37 0,55 0,00 93,36 
20:50:01 9,82 0,00 2,89 0,82 0,00 86,48 
21:00:01 15,60 0,00 3,65 0,41 0,00 80,34 
21:10:01 8,32 0,00 2,60 0,40 0,00 88,69 
21:20:01 15,60 0,00 3,50 0,46 0,00 80,44 
21:30:01 10,77 0,00 2,91 0,48 0,00 85,85 
21:40:01 7,42 0,00 2,26 0,41 0,00 89,91 
21:50:01 4,25 0,00 1,24 0,43 0,00 94,08 
22:00:01 4,19 0,00 1,20 0,39 0,00 94,23 
22:10:01 4,37 0,00 1,33 0,31 0,00 93,98 
22:20:01 4,21 0,00 1,27 0,43 0,00 94,09 
22:30:01 5,30 0,00 1,68 0,41 0,00 92,61 
22:40:01 13,36 0,00 3,40 0,56 0,00 82,68 
22:41:00 0,00 0,00 0,00 0,00 0,00 100,00
22:59:00 0,00 0,00 0,00 0,00 0,00 100,00
23:00:02 5,60 0,00 2,16 3,10 0,00 89,15 
23:10:01 19,13 0,00 2,01 0,68 0,00 78,17 
23:20:01 30,23 0,00 2,13 0,25 0,00 67,39 
23:30:01 30,89 0,00 2,07 0,25 0,00 66,79 
23:40:01 30,95 0,00 2,19 0,30 0,00 66,56 
23:50:01 21,87 0,00 1,83 0,25 0,00 76,05 
